,date,state,positiveIncrease,negativeIncrease,total,totalTestResultsIncrease
364,2020-09-27,MS,182,0,730895,182
365,2020-09-27,MT,200,822,330307,1022
366,2020-09-27,NC,1290,29635,2978728,30925
367,2020-09-27,ND,344,1045,237618,5439
368,2020-09-27,NE,434,4050,445129,4484
369,2020-09-27,NH,51,2057,267486,9805
370,2020-09-27,NJ,698,0,3513266,698
371,2020-09-27,NM,205,6243,899937,6448
372,2020-09-27,NV,373,2905,688956,3278
373,2020-09-27,NY,866,83904,10508186,84770
374,2020-09-27,OH,800,36400,3071187,37200
375,2020-09-27,OK,0,0,1165638,0
376,2020-09-27,OR,239,2580,671490,2819
377,2020-09-27,PA,918,14778,2001220,15696
378,2020-09-27,PR,891,0,352276,891
379,2020-09-27,RI,114,1858,335120,9185
380,2020-09-27,SC,614,9127,1252538,9741
381,2020-09-27,SD,408,962,187504,1370
382,2020-09-27,TN,2104,40553,2832536,42657
383,2020-09-27,TX,1694,20400,6016907,22094
384,2020-09-27,UT,1068,5102,811249,6170
385,2020-09-27,VA,736,9224,2010804,9785
386,2020-09-27,VI,21,167,20167,188
387,2020-09-27,VT,3,711,160990,714
388,2020-09-27,WA,604,18998,1820623,19602
389,2020-09-27,WI,2247,5806,1521906,8053
390,2020-09-27,WV,190,7242,549723,7432
391,2020-09-27,WY,168,0,98039,168
392,2020-09-26,AK,113,1424,442869,1537
393,2020-09-26,AL,933,6684,1121639,7337
394,2020-09-26,AR,809,6813,936390,7601
395,2020-09-26,AS,0,0,1571,0
396,2020-09-26,AZ,459,10194,1438677,10624
397,2020-09-26,CA,4197,126286,14182730,130483
398,2020-09-26,CO,709,9218,872732,16752
399,2020-09-26,CT,0,0,1519151,0
400,2020-09-26,DC,52,4341,377979,4393
401,2020-09-26,DE,71,954,280399,1025
402,2020-09-26,FL,2795,26218,5239008,29013
403,2020-09-26,GA,1359,23502,2872355,24861
404,2020-09-26,GU,68,395,48719,463
405,2020-09-26,HI,132,2980,290146,3112
406,2020-09-26,IA,899,5018,750898,5917
407,2020-09-26,ID,523,1772,302177,2240
408,2020-09-26,IL,2441,62776,5431177,65217
409,2020-09-26,IN,1142,7786,1350390,8928
410,2020-09-26,KS,0,0,502770,0
411,2020-09-26,KY,970,29298,1282596,30060
412,2020-09-26,LA,0,0,2256065,0
413,2020-09-26,MA,569,13795,2176778,73292
414,2020-09-26,MD,613,11203,1584300,11816
415,2020-09-26,ME,25,0,406419,25
416,2020-09-26,MI,996,39749,3543057,40745
417,2020-09-26,MN,1470,16056,1368682,30695
418,2020-09-26,MO,1716,14288,1289169,16004
419,2020-09-26,MP,0,0,14845,0
420,2020-09-26,MS,645,3682,730713,4327
421,2020-09-26,MT,343,2826,329285,3169
422,2020-09-26,NC,1759,38427,2947803,40186
423,2020-09-26,ND,495,1100,236229,7064
424,2020-09-26,NE,431,2910,440645,3341
425,2020-09-26,NH,77,18150,265378,4902
426,2020-09-26,NJ,750,33107,3512568,33857
427,2020-09-26,NM,263,7853,893489,8116
428,2020-09-26,NV,602,3740,685678,4342
429,2020-09-26,NY,1005,98948,10423416,99953
430,2020-09-26,OH,1115,37279,3033987,38394
431,2020-09-26,OK,990,17331,1165638,18321
432,2020-09-26,OR,267,5498,668671,5765
433,2020-09-26,PA,1029,13895,1985524,14924
434,2020-09-26,PR,508,0,351385,508
435,2020-09-26,RI,103,3011,333148,14494
436,2020-09-26,SC,1371,14959,1242797,16330
437,2020-09-26,SD,579,1608,186134,2187
438,2020-09-26,TN,1437,25597,2789879,27034
439,2020-09-26,TX,4886,76478,5994813,81364
440,2020-09-26,UT,1017,8845,805079,9862
441,2020-09-26,VA,975,18955,2000889,19845
442,2020-09-26,VI,0,0,19980,0
443,2020-09-26,VT,8,989,160276,997
444,2020-09-26,WA,988,16754,1801021,17742
445,2020-09-26,WI,2902,9767,1513854,12669
446,2020-09-26,WV,205,6692,542291,6897
447,2020-09-26,WY,45,0,97871,45
448,2020-09-25,AK,261,7873,441332,8134
449,2020-09-25,AL,2452,18617,1114022,19415
450,2020-09-25,AR,897,8085,928768,8881
451,2020-09-25,AS,0,0,1571,0
452,2020-09-25,AZ,515,7092,1428024,7612
453,2020-09-25,CA,3400,95990,14052247,99390
454,2020-09-25,CO,548,8665,862805,15116
455,2020-09-25,CT,115,13563,1519151,13678
456,2020-09-25,DC,57,5662,373586,5719
457,2020-09-25,DE,138,1320,279374,1458
458,2020-09-25,FL,2847,23648,5209981,26495
459,2020-09-25,GA,1468,21210,2847494,22678
460,2020-09-25,GU,23,546,48256,569
461,2020-09-25,HI,90,0,287034,90
462,2020-09-25,IA,974,5427,744981,6401
463,2020-09-25,ID,491,1948,299882,2349
464,2020-09-25,IL,2805,67279,5365960,70084
465,2020-09-25,IN,1171,8683,1341462,9854
466,2020-09-25,KS,1366,9123,502770,10489
467,2020-09-25,KY,908,17485,1252328,18243
468,2020-09-25,LA,706,17825,2256065,18531
469,2020-09-25,MA,488,15400,2162414,64012
470,2020-09-25,MD,559,10346,1572484,10905
471,2020-09-25,ME,20,6408,406394,6428
472,2020-09-25,MI,1040,38448,3502312,39488
473,2020-09-25,MN,1177,13128,1351156,28718
474,2020-09-25,MO,1987,11647,1273165,13634
475,2020-09-25,MP,0,0,14845,0
476,2020-09-25,MS,722,3905,726386,4627
477,2020-09-25,MT,322,4276,326116,4598
478,2020-09-25,NC,6142,31284,2907617,37426
479,2020-09-25,ND,434,1087,234634,5460
480,2020-09-25,NE,453,2482,437304,2935
481,2020-09-25,NH,0,0,247151,0
482,2020-09-25,NJ,548,26359,3478711,26907
483,2020-09-25,NM,237,6730,885373,6967
484,2020-09-25,NV,556,5292,681336,5848
485,2020-09-25,NY,908,93910,10323463,94818
486,2020-09-25,OH,1150,38728,2995593,39878
487,2020-09-25,OK,1276,12462,1147032,13738
488,2020-09-25,OR,449,11959,662906,12408
489,2020-09-25,PA,806,12927,1970600,13733
490,2020-09-25,PR,1063,0,350877,1063
491,2020-09-25,RI,-130,2581,330034,10422
492,2020-09-25,SC,1195,18166,1226467,19361
493,2020-09-25,SD,457,1829,183947,2286
494,2020-09-25,TN,1910,31547,2762845,33457
495,2020-09-25,TX,4633,47983,5913449,52616
496,2020-09-25,UT,1411,8831,795217,10242
497,2020-09-25,VA,941,19699,1980997,20534
498,2020-09-25,VI,6,142,19980,148
499,2020-09-25,VT,7,1083,159279,1090
500,2020-09-25,WA,536,39447,1783279,39983
501,2020-09-25,WI,2629,12575,1501168,15204
502,2020-09-25,WV,247,6122,535394,6369
503,2020-09-25,WY,115,1071,97826,1186
504,2020-09-24,AK,0,0,433198,0
505,2020-09-24,AL,1053,6296,1092953,7277
506,2020-09-24,AR,1086,9436,919786,10466
507,2020-09-24,AS,0,0,1571,0
508,2020-09-24,AZ,568,9983,1420417,10489
509,2020-09-24,CA,3170,70264,13952857,73434
510,2020-09-24,CO,616,7865,853592,13457
511,2020-09-24,CT,157,15418,1505473,15575
512,2020-09-24,DC,56,4363,367867,4419
513,2020-09-24,DE,117,1755,277916,1872
514,2020-09-24,FL,2541,20978,5183500,23519
515,2020-09-24,GA,1368,20233,2824816,21601
516,2020-09-24,GU,28,408,47687,436
517,2020-09-24,HI,167,2549,286944,2716
518,2020-09-24,IA,1148,5579,738580,6727
519,2020-09-24,ID,396,1646,297443,1904
520,2020-09-24,IL,2257,59814,5295876,62071
521,2020-09-24,IN,899,7890,1331608,8789
522,2020-09-24,KS,0,0,492281,0
523,2020-09-24,KY,641,9152,1233935,9606
524,2020-09-24,LA,577,16948,2237534,17525
525,2020-09-24,MA,481,18101,2146526,85168
526,2020-09-24,MD,503,8971,1561579,9474
527,2020-09-24,ME,44,13887,399966,13931
528,2020-09-24,MI,1078,36639,3462824,37717
529,2020-09-24,MN,912,11988,1336851,21435
530,2020-09-24,MO,1365,13603,1259531,14968
531,2020-09-24,MP,0,0,14845,0
532,2020-09-24,MS,737,4311,721759,5048
533,2020-09-24,MT,330,4028,321518,4358
534,2020-09-24,NC,1688,26076,2870191,27764
535,2020-09-24,ND,470,791,233113,6625
536,2020-09-24,NE,493,2774,434369,3267
537,2020-09-24,NH,37,2625,247151,4298
538,2020-09-24,NJ,564,28493,3451804,29057
539,2020-09-24,NM,197,5878,878406,6075
540,2020-09-24,NV,390,3174,675488,3564
541,2020-09-24,NY,955,91998,10228645,92953
542,2020-09-24,OH,991,23525,2955715,24516
543,2020-09-24,OK,1083,11517,1134356,12600
544,2020-09-24,OR,362,4011,650498,4373
545,2020-09-24,PA,853,13058,1956867,13911
546,2020-09-24,PR,1182,0,349814,1182
547,2020-09-24,RI,134,2329,327583,10469
548,2020-09-24,SC,1021,15501,1207106,16522
549,2020-09-24,SD,463,1066,181661,1529
550,2020-09-24,TN,835,15210,2729388,16045
551,2020-09-24,TX,4320,115839,5860833,120159
552,2020-09-24,UT,1198,7919,784975,9117
553,2020-09-24,VA,902,29537,1960367,30359
554,2020-09-24,VI,12,194,19835,206
555,2020-09-24,VT,2,924,158189,926
556,2020-09-24,WA,509,1888,1743296,2397
557,2020-09-24,WI,2478,10887,1485978,13365
558,2020-09-24,WV,202,3243,529025,3445
559,2020-09-24,WY,136,1511,96640,1647
560,2020-09-23,AK,55,1952,433198,2007
561,2020-09-23,AL,569,4886,1085604,5350
562,2020-09-23,AR,982,8076,909264,8950
563,2020-09-23,AS,0,0,1571,0
564,2020-09-23,AZ,438,8774,1409866,9084
565,2020-09-23,CA,3146,72222,13879423,75368
566,2020-09-23,CO,654,5573,845111,13151
567,2020-09-23,CT,155,9919,1489898,10074
568,2020-09-23,DC,29,1786,363448,1815
569,2020-09-23,DE,69,1138,276044,1207
570,2020-09-23,FL,2590,21048,5159945,23638
571,2020-09-23,GA,1457,18331,2803215,19788
572,2020-09-23,GU,45,378,47251,423
573,2020-09-23,HI,63,1426,284228,1489
574,2020-09-23,IA,1036,5735,731853,6771
575,2020-09-23,ID,446,884,295401,1248
576,2020-09-23,IL,1848,44543,5233805,46391
577,2020-09-23,IN,711,6668,1322819,7379
578,2020-09-23,KS,1267,6323,492281,7590
579,2020-09-23,KY,786,147736,1224142,148313
580,2020-09-23,LA,616,12419,2220009,13035
581,2020-09-23,MA,543,20120,2127944,80869
582,2020-09-23,MD,385,7706,1552105,8091
583,2020-09-23,ME,25,10578,386035,10603
584,2020-09-23,MI,902,33327,3425107,34229
585,2020-09-23,MN,678,5840,1323951,10173
586,2020-09-23,MO,1580,1234,1244563,2814
587,2020-09-23,MP,0,460,14845,460
588,2020-09-23,MS,552,3658,716711,4210
589,2020-09-23,MT,212,2939,317160,3151
590,2020-09-23,NC,952,16546,2842427,17498
591,2020-09-23,ND,473,1309,231852,6939
592,2020-09-23,NE,397,2659,431102,3056
593,2020-09-23,NH,17,945,244489,2925
594,2020-09-23,NJ,408,24690,3422747,25098
595,2020-09-23,NM,107,5541,872331,5648
596,2020-09-23,NV,509,2341,671924,2850
597,2020-09-23,NY,665,70265,10135692,70930
598,2020-09-23,OH,903,41509,2931199,42412
599,2020-09-23,OK,1089,11398,1120393,12487
600,2020-09-23,OR,190,3354,646125,3544
601,2020-09-23,PA,898,12496,1942956,13394
602,2020-09-23,PR,64,0,348632,64
603,2020-09-23,RI,133,2596,325120,9770
604,2020-09-23,SC,897,17203,1190584,18100
605,2020-09-23,SD,445,1341,180132,1786
606,2020-09-23,TN,1561,20378,2713343,21939
607,2020-09-23,TX,3392,69550,5740674,72942
608,2020-09-23,UT,877,6022,775858,6899
609,2020-09-23,VA,580,10501,1929868,11026
610,2020-09-23,VI,2,152,19625,154
611,2020-09-23,VT,1,-79,157263,-78
612,2020-09-23,WA,0,0,1740899,0
613,2020-09-23,WI,1895,11691,1472603,13586
614,2020-09-23,WV,120,2791,525580,2911
615,2020-09-23,WY,153,0,94993,153
616,2020-09-22,AK,48,2498,431191,2546
617,2020-09-22,AL,804,5453,1080149,6036
618,2020-09-22,AR,617,5987,900206,6473
619,2020-09-22,AS,0,0,1571,0
620,2020-09-22,AZ,595,9097,1400654,9791
621,2020-09-22,CA,2630,128643,13804055,131273
622,2020-09-22,CO,542,5633,838884,10712
623,2020-09-22,CT,136,11922,1479824,12058
624,2020-09-22,DC,43,3846,361633,3889
625,2020-09-22,DE,94,1530,274837,1624
626,2020-09-22,FL,2470,16612,5136292,19082
627,2020-09-22,GA,882,11682,2783427,12564
628,2020-09-22,GU,43,431,46828,474
629,2020-09-22,HI,56,1106,282739,1162
630,2020-09-22,IA,548,2939,725082,3487
631,2020-09-22,ID,410,1375,294071,1748
632,2020-09-22,IL,1531,40298,5187414,41829
633,2020-09-22,IN,599,6196,1315440,6795
634,2020-09-22,KS,0,0,484691,0
635,2020-09-22,KY,814,9402,1075620,9983
636,2020-09-22,LA,752,20430,2206974,21182
637,2020-09-22,MA,173,8992,2107281,40518
638,2020-09-22,MD,344,6041,1544014,6385
639,2020-09-22,ME,40,0,375432,40
640,2020-09-22,MI,695,19516,3390878,20211
641,2020-09-22,MN,480,4016,1317433,8386
642,2020-09-22,MO,1059,21131,1241749,22190
643,2020-09-22,MP,0,0,14385,0
644,2020-09-22,MS,465,5130,712501,5595
645,2020-09-22,MT,271,2476,314009,2747
646,2020-09-22,NC,1168,6222,2824929,7390
647,2020-09-22,ND,264,295,230070,2697
648,2020-09-22,NE,305,1925,428046,2230
649,2020-09-22,NH,38,1247,243527,3133
650,2020-09-22,NJ,426,44040,3397649,44466
651,2020-09-22,NM,104,3680,866683,3784
652,2020-09-22,NV,262,2020,669074,2282
653,2020-09-22,NY,754,83243,10064762,83997
654,2020-09-22,OH,685,31941,2888787,32626
655,2020-09-22,OK,1164,27070,1105375,28234
656,2020-09-22,OR,318,3465,642581,3783
657,2020-09-22,PA,834,10735,1929562,11569
658,2020-09-22,PR,120,0,348568,120
659,2020-09-22,RI,112,1713,322391,6527
660,2020-09-22,SC,2665,25701,1172484,28366
661,2020-09-22,SD,320,1003,178346,1323
662,2020-09-22,TN,739,11259,2691404,11998
663,2020-09-22,TX,17820,27414,5667732,45234
664,2020-09-22,UT,650,6258,768959,6908
665,2020-09-22,VA,872,12143,1918797,12943
666,2020-09-22,VI,7,145,19479,152
667,2020-09-22,VT,2,600,157341,602
668,2020-09-22,WA,645,3698,1740899,4343
669,2020-09-22,WI,1739,10865,1459009,12604
670,2020-09-22,WV,213,2940,522669,3153
671,2020-09-22,WY,72,637,94840,709
672,2020-09-21,AK,71,1649,428645,1720
673,2020-09-21,AL,818,4746,1073892,5500
674,2020-09-21,AR,641,6944,893602,7540
675,2020-09-21,AS,0,0,1571,0
676,2020-09-21,AZ,233,6805,1390962,7020
677,2020-09-21,CA,3294,146330,13672782,149624
678,2020-09-21,CO,501,6506,832709,13046
679,2020-09-21,CT,497,45121,1467766,45618
680,2020-09-21,DC,23,2577,357744,2600
681,2020-09-21,DE,101,1691,273213,1792
682,2020-09-21,FL,1685,16486,5117125,18171
683,2020-09-21,GA,1184,18857,2770863,20041
684,2020-09-21,GU,30,366,46354,396
685,2020-09-21,HI,77,1492,281577,1569
686,2020-09-21,IA,660,2656,721595,3316
687,2020-09-21,ID,244,2114,292286,2333
688,2020-09-21,IL,1477,36757,5145585,38234
689,2020-09-21,IN,522,6183,1308645,6705
690,2020-09-21,KS,1674,8268,484691,9942
691,2020-09-21,KY,375,9817,1065404,10488
692,2020-09-21,LA,243,6550,2185792,6793
693,2020-09-21,MA,256,10579,2098116,36649
694,2020-09-21,MD,412,7741,1537629,8153
695,2020-09-21,ME,27,1227,375392,1254
696,2020-09-21,MI,1575,50623,3370667,52198
697,2020-09-21,MN,925,8537,1312937,16916
698,2020-09-21,MO,1463,5588,1219559,7051
699,2020-09-21,MP,1,0,14385,1
700,2020-09-21,MS,192,3551,706906,3743
701,2020-09-21,MT,130,8319,311262,8449
702,2020-09-21,NC,800,11921,2817539,12721
703,2020-09-21,ND,286,970,229511,3244
704,2020-09-21,NE,286,2170,425816,2456
705,2020-09-21,NH,5,1836,242242,5644
706,2020-09-21,NJ,392,0,3353183,392
707,2020-09-21,NM,67,5376,862899,5443
708,2020-09-21,NV,232,1376,666792,1608
709,2020-09-21,NY,573,57746,9980765,58319
710,2020-09-21,OH,856,30008,2856161,30864
711,2020-09-21,OK,1101,0,1082483,1101
712,2020-09-21,OR,194,2535,638798,2729
713,2020-09-21,PA,234,8849,1917993,9083
714,2020-09-21,PR,638,0,348448,638
715,2020-09-21,RI,52,711,320566,2136
716,2020-09-21,SC,416,11107,1144118,11523
717,2020-09-21,SD,173,497,177023,670
718,2020-09-21,TN,895,11385,2679406,12280
719,2020-09-21,TX,9853,19157,5622498,29010
720,2020-09-21,UT,622,3264,762051,3886
721,2020-09-21,VA,627,16030,1905817,16609
722,2020-09-21,VI,0,0,19314,0
723,2020-09-21,VT,4,840,156739,844
724,2020-09-21,WA,349,13167,1736556,13516
725,2020-09-21,WI,1296,5525,1446368,6821
726,2020-09-21,WV,117,5095,519516,5212
727,2020-09-21,WY,73,1627,94131,1700
728,2020-09-20,AK,93,3982,426925,4075
729,2020-09-20,AL,798,4918,1068328,5595
730,2020-09-20,AR,563,16197,886017,17549
731,2020-09-20,AS,0,0,1571,0
732,2020-09-20,AZ,467,10298,1383924,10701
733,2020-09-20,CA,4265,175007,13523158,179272
734,2020-09-20,CO,606,7227,825702,13550
735,2020-09-20,CT,0,0,1422148,0
736,2020-09-20,DC,53,4214,355144,4267
737,2020-09-20,DE,117,1593,271421,1710
738,2020-09-20,FL,2521,24014,5098960,26535
739,2020-09-20,GA,1134,14299,2750822,15433
740,2020-09-20,GU,0,0,45958,0
741,2020-09-20,HI,109,0,280008,109
742,2020-09-20,IA,621,3883,718279,4504
743,2020-09-20,ID,288,1445,289928,1693
744,2020-09-20,IL,1402,46609,5107351,48011
745,2020-09-20,IN,746,8579,1301940,9325
746,2020-09-20,KS,0,0,474749,0
747,2020-09-20,KY,436,0,1055212,0
748,2020-09-20,LA,936,31077,2178999,32013
749,2020-09-20,MA,359,17059,2087281,62220
750,2020-09-20,MD,412,10260,1529476,10672
751,2020-09-20,ME,44,2907,374138,2951
752,2020-09-20,MI,0,0,3318469,0
753,2020-09-20,MN,1296,10784,1303475,22618
754,2020-09-20,MO,1328,8556,1212508,9884
755,2020-09-20,MP,6,0,14384,6
756,2020-09-20,MS,277,0,703163,277
757,2020-09-20,MT,136,1837,302813,1973
758,2020-09-20,NC,1333,32465,2804818,33798
759,2020-09-20,ND,351,1402,228255,5737
760,2020-09-20,NE,410,2955,423360,3365
761,2020-09-20,NH,27,1642,240401,8523
762,2020-09-20,NJ,453,59961,3352791,60414
763,2020-09-20,NM,162,6331,857456,6493
764,2020-09-20,NV,385,4113,665184,4498
765,2020-09-20,NY,862,99493,9922446,100355
766,2020-09-20,OH,762,35840,2825297,36602
767,2020-09-20,OK,1003,0,1081382,1003
768,2020-09-20,OR,202,1957,636069,2159
769,2020-09-20,PA,733,12052,1908910,12785
770,2020-09-20,PR,845,0,347810,845
771,2020-09-20,RI,82,1705,319803,8291
772,2020-09-20,SC,468,8862,1132595,9330
773,2020-09-20,SD,252,880,176353,1132
774,2020-09-20,TN,2075,37964,2667126,40039
775,2020-09-20,TX,2466,27846,5593488,30312
776,2020-09-20,UT,920,5295,758165,6215
777,2020-09-20,VA,856,14606,1889125,15362
778,2020-09-20,VI,27,331,19314,358
779,2020-09-20,VT,5,1090,155895,1095
780,2020-09-20,WA,597,17773,1723040,18370
781,2020-09-20,WI,1735,6655,1439527,8390
782,2020-09-20,WV,180,4638,514304,4818
783,2020-09-20,WY,91,0,92431,91
784,2020-09-19,AK,87,4470,422850,4557
785,2020-09-19,AL,1301,8256,1062612,9412
786,2020-09-19,AR,1078,0,869257,0
787,2020-09-19,AS,0,0,1571,0
788,2020-09-19,AZ,609,10231,1373159,10752
789,2020-09-19,CA,4304,162396,13343886,166700
790,2020-09-19,CO,605,8023,817869,14919
791,2020-09-19,CT,0,0,1422148,0
792,2020-09-19,DC,50,3709,350877,3759
793,2020-09-19,DE,83,990,269711,1073
794,2020-09-19,FL,3573,26720,5072447,30293
795,2020-09-19,GA,2284,31153,2735389,33437
796,2020-09-19,GU,43,262,45958,305
797,2020-09-19,HI,137,10299,279899,10436
798,2020-09-19,IA,847,4897,713775,5744
799,2020-09-19,ID,470,2173,288195,2615
800,2020-09-19,IL,2529,71757,5059340,74286
801,2020-09-19,IN,1076,10101,1292615,11177
802,2020-09-19,KS,0,0,474749,0
803,2020-09-19,KY,978,1947,1054776,2763
804,2020-09-19,LA,0,0,2146986,0
805,2020-09-19,MA,599,20729,2069863,72419
806,2020-09-19,MD,682,13255,1518804,13937
807,2020-09-19,ME,30,6733,371187,6763
808,2020-09-19,MI,587,32852,3318469,33439
809,2020-09-19,MN,914,11644,1291395,24094
810,2020-09-19,MO,1387,10857,1202624,12244
811,2020-09-19,MP,0,0,14378,0
812,2020-09-19,MS,1152,68302,702886,69454
813,2020-09-19,MT,292,1993,300840,2285
814,2020-09-19,NC,1229,20771,2771020,22000
815,2020-09-19,ND,377,932,226502,6538
816,2020-09-19,NE,466,2954,419995,3420
817,2020-09-19,NH,59,1155,238732,0
818,2020-09-19,NJ,461,0,3292377,461
819,2020-09-19,NM,151,5645,850963,5796
820,2020-09-19,NV,323,3762,660686,4085
821,2020-09-19,NY,986,109458,9822091,110444
822,2020-09-19,OH,951,34639,2788695,35590
823,2020-09-19,OK,1237,16047,1080379,17284
824,2020-09-19,OR,257,4231,633910,4488
825,2020-09-19,PA,1162,13475,1896125,14637
826,2020-09-19,PR,1309,0,346965,1309
827,2020-09-19,RI,178,2283,318016,4746
828,2020-09-19,SC,922,10939,1123265,11861
829,2020-09-19,SD,369,1148,175221,1517
830,2020-09-19,TN,942,22803,2627087,23745
831,2020-09-19,TX,3827,114548,5563176,118375
832,2020-09-19,UT,1077,7136,751950,8213
833,2020-09-19,VA,953,34167,1873654,35043
834,2020-09-19,VI,0,0,18980,0
835,2020-09-19,VT,4,697,154800,701
836,2020-09-19,WA,0,0,1704670,0
837,2020-09-19,WI,2403,10189,1431125,12592
838,2020-09-19,WV,191,6162,509486,6353
839,2020-09-19,WY,33,0,92340,33
840,2020-09-18,AK,116,2314,418293,2430
841,2020-09-18,AL,1106,7036,1053055,7757
842,2020-09-18,AR,871,10390,868179,11114
843,2020-09-18,AS,0,0,1571,0
844,2020-09-18,AZ,1282,8155,1362319,8038
845,2020-09-18,CA,3630,93519,13177186,97149
846,2020-09-18,CO,459,6860,809241,13057
847,2020-09-18,CT,141,13734,1422148,13875
848,2020-09-18,DC,62,5738,347118,5800
849,2020-09-18,DE,48,1422,268638,1470
850,2020-09-18,FL,3204,24084,5042131,27288
851,2020-09-18,GA,1834,20227,2701952,22061
852,2020-09-18,GU,29,371,45653,400
853,2020-09-18,HI,159,3670,269463,3829
854,2020-09-18,IA,1183,5410,708031,6593
855,2020-09-18,ID,396,1791,285552,2096
856,2020-09-18,IL,2223,59798,4985054,62021
857,2020-09-18,IN,1037,10751,1281438,11788
858,2020-09-18,KS,1415,9108,474749,10523
859,2020-09-18,KY,758,12408,1051851,13030
860,2020-09-18,LA,979,21817,2146986,22796
861,2020-09-18,MA,454,21786,2048535,65310
862,2020-09-18,MD,543,9982,1504867,10525
863,2020-09-18,ME,43,13003,364424,13046
864,2020-09-18,MI,778,32521,3285030,33299
865,2020-09-18,MN,1085,14206,1278837,27945
866,2020-09-18,MO,1795,10004,1190380,11799
867,2020-09-18,MP,0,0,14378,0
868,2020-09-18,MS,0,0,633432,0
869,2020-09-18,MT,224,3032,298555,3256
870,2020-09-18,NC,1443,33402,2749020,34845
871,2020-09-18,ND,507,1516,225193,9699
872,2020-09-18,NE,502,3222,416575,3724
873,2020-09-18,NH,47,1961,237518,9615
874,2020-09-18,NJ,487,25611,3291916,26098
875,2020-09-18,NM,158,7609,845167,7767
876,2020-09-18,NV,501,3517,656601,4018
877,2020-09-18,NY,790,88937,9711647,89727
878,2020-09-18,OH,1011,33761,2753105,34772
879,2020-09-18,OK,1249,13131,1061708,14380
880,2020-09-18,OR,492,3506,629422,3998
881,2020-09-18,PA,760,11530,1881488,12290
882,2020-09-18,PR,817,0,345656,817
883,2020-09-18,RI,132,2148,315555,9182
884,2020-09-18,SC,872,22945,1111404,23817
885,2020-09-18,SD,389,1792,173704,2181
886,2020-09-18,TN,2357,36106,2603342,38463
887,2020-09-18,TX,3422,96203,5444801,99625
888,2020-09-18,UT,1117,7442,743737,8559
889,2020-09-18,VA,1242,8481,1838532,9611
890,2020-09-18,VI,4,171,18980,175
891,2020-09-18,VT,1,903,154099,904
892,2020-09-18,WA,404,13219,1704670,13623
893,2020-09-18,WI,2580,10534,1418533,13114
894,2020-09-18,WV,253,4597,503133,4850
895,2020-09-18,WY,95,760,92307,855
896,2020-09-17,AK,106,7193,415863,7299
897,2020-09-17,AL,670,3472,1044913,4046
898,2020-09-17,AR,992,9749,856918,10632
899,2020-09-17,AS,0,0,1571,0
900,2020-09-17,AZ,1753,22668,1352882,23844
901,2020-09-17,CA,3238,76277,13080037,79515
902,2020-09-17,CO,587,5602,801922,9912
903,2020-09-17,CT,220,13648,1408273,13868
904,2020-09-17,DC,47,3030,341318,3077
905,2020-09-17,DE,84,1179,267168,1263
906,2020-09-17,FL,3255,23695,5014790,26950
907,2020-09-17,GA,1847,23923,2679891,25770
908,2020-09-17,GU,32,370,45253,402
909,2020-09-17,HI,102,2390,265634,2492
910,2020-09-17,IA,948,5379,701438,6327
911,2020-09-17,ID,283,1440,283365,1647
912,2020-09-17,IL,2056,55744,4923033,57800
913,2020-09-17,IN,837,6921,1269650,7758
914,2020-09-17,KS,0,0,464226,0
915,2020-09-17,KY,606,10300,1038685,10750
916,2020-09-17,LA,478,8528,2124190,9006
917,2020-09-17,MA,429,27225,2026295,67849
918,2020-09-17,MD,631,10753,1494342,11384
919,2020-09-17,ME,21,9170,351378,9191
920,2020-09-17,MI,980,32290,3251731,33270
921,2020-09-17,MN,909,10245,1263546,20124
922,2020-09-17,MO,1747,12451,1178581,14198
923,2020-09-17,MP,1,0,14378,1
924,2020-09-17,MS,701,0,633432,701
925,2020-09-17,MT,216,2682,295299,2898
926,2020-09-17,NC,1552,29239,2714175,30791
927,2020-09-17,ND,390,723,223170,6402
928,2020-09-17,NE,449,3441,412851,3890
929,2020-09-17,NH,34,1745,235510,0
930,2020-09-17,NJ,569,30277,3265818,30846
931,2020-09-17,NM,118,5287,837400,5405
932,2020-09-17,NV,347,2703,652583,3050
933,2020-09-17,NY,896,90608,9621920,91504
934,2020-09-17,OH,1067,27786,2718333,28853
935,2020-09-17,OK,1034,11207,1047293,12241
936,2020-09-17,OR,0,4151,625424,4151
937,2020-09-17,PA,933,13144,1869198,14077
938,2020-09-17,PR,583,0,344839,583
939,2020-09-17,RI,130,1801,313275,11823
940,2020-09-17,SC,1324,5341,1087587,6665
941,2020-09-17,SD,395,1473,171523,1868
942,2020-09-17,TN,1053,20590,2564879,21643
943,2020-09-17,TX,4047,41509,5345176,45556
944,2020-09-17,UT,911,4536,735178,5447
945,2020-09-17,VA,1101,21164,1828838,22161
946,2020-09-17,VI,6,101,18800,107
947,2020-09-17,VT,3,1128,153195,1131
948,2020-09-17,WA,386,13959,1691047,14345
949,2020-09-17,WI,2134,9411,1405446,11545
950,2020-09-17,WV,234,4166,498283,4400
951,2020-09-17,WY,86,1397,91452,1483
952,2020-09-16,AK,52,1388,408564,1440
953,2020-09-16,AL,927,6874,1040771,7584
954,2020-09-16,AR,862,-26801,846177,-26195
955,2020-09-16,AS,0,0,1571,0
956,2020-09-16,AZ,698,15459,1328461,15957
957,2020-09-16,CA,2950,69402,13000522,72352
958,2020-09-16,CO,400,4576,795733,9275
959,2020-09-16,CT,135,3499,1394405,3634
